Code,Name,Naics1,Nacis2,Duns,Website
388,Kawasaki Motors Mfg Corp USA,336991,441228,17-556-6215 - Archived Record,kawasakilincoln.com
389,Taylor Machine Works Inc,333924,,00-339-8294 - Archived Record,
390,Seaboard Foods LLC,112210,424470,12-849-9121 - Archived Record,seaboardfoods.com
391,Precision Walls Inc,238340,238310,08-416-9101,precisionwalls.com
392,Quincy Compressor LLC,333618,333912,10-322-1362,quincycompressor.com
393,Ainsworth Pet Nutrition LLC,311111,,08-068-0682 - Archived Record,betterthanbrands.com
394,Nissan Trading Corp Americas,423120,423510,15-136-1854 - Archived Record,
395,CD Diagnostics Inc,325413,,02-787-1090 - Archived Record,
396,Ameriquest Capital Corporation,522310,,87-303-9564 - Archived Record,corcentric.com
397,Redwood Regional Medical Group,621512,621111,07-466-9862,
398,Shawmut LLC,313320,,08-465-2171,shawmutcorporation.com
399,Sigma International Group Inc,332919,,12-656-7127 - Archived Record,
400,Washington Mtro Area Trnst Aut,485119,,04-885-5423,wmata.com
401,Steve E Park Apiaries Inc,112910,,36-168-7981,
402,Amtote International Inc,713290,513199,02-239-6956,amtote.com
403,Marion Docks Inc,488310,,13-944-7536,
404,Honey Baked Ham Company LLC,445240,311412,06-259-4536,honeybaked.com
405,Independence Care Systems Inc,624120,524114,10-225-5416 - Archived Record,icsny.org
406,Hoya Corporation,456130,,10-730-0246,hoyavision.com
407,Town of Sneads,921110,,04-407-8988,sneadsfl.com
408,Neville Farms Inc,111140,111211,80-149-9781 - Archived Record,
409,Lamps Plus Inc,449129,,08-111-0124,lampsplus.com
410,Worthington Steel Company,331221,332813,05-942-8144 - Archived Record,worthington.org
411,Readerlink Dist Svcs LLC,424920,,07-424-0599 - Archived Record,readerlink.com
412,Bakercorp Intl Holdings Inc,532490,,07-928-5437 - Archived Record,
413,Marshall Durbin Food Corp,112310,112340,00-796-0263,marjacpoultry.com
414,Hanwha Aerospace USA LLC,336419,333517,14-492-1780,hanwhaaerospaceusa.com
415,Learning Tree Intl Inc,611420,,09-946-4729,learningtree.com
416,Aip/Fw Funding Inc,336213,,83-150-0413,
417,Dickinson Financial Corp II,551111,,96-647-6202,
418,Vf Sagebrush Enterprises LLC,315220,315220,00-967-7669 - Archived Record,dickies.com
419,Mechoshade Systems Inc,337920,,02-255-8068,mechoshade.com
420,Lamb Weston Holdings Inc,311412,,08-041-2517,lambweston.com
421,Compudata Products Inc,424120,,10-263-1199,compudataproducts.com
422,US Shipping Corp,483113,483211,16-456-4424 - Archived Record,
423,Meyer Steel Drum Inc,332439,423840,08-535-0015,mauserpackaging.com
424,Ingevity South Carolina LLC,322110,,60-367-8512,ingevity.com
425,Crown Imports LLC,424820,,14-830-2953,cbrands.com
426,Pentegra Services Inc,525120,,82-683-1344,pentegra.com
427,Gryphon Investors Inc,523910,,96-153-8790 - Archived Record,gryphon-inv.com
428,Rotary International,813410,,07-440-1712 - Archived Record,rotary.org
429,Roadlink Usa Inc,484110,,12-710-3989 - Archived Record,
430,Camping Companies Inc,561491,,78-298-4355,cciwebsite.azurewebsites.net
431,Forbo Siegling LLC,326220,333922,00-162-7504,forbo.com
432,Westlake Olefins Corporation,325110,325212,61-119-2121,westlake.com
433,ARS International LLC,562998,,86-917-5679 - Archived Record,amrad.com
434,Cedco Inc,238140,,18-404-6100,cedcoinc.com
435,Sun Gro Horticulture Dist Inc,325314,,78-727-7854,sungro.com
436,Genesis Healthcare LLC,623311,621999,96-808-6376 - Archived Record,genesishcc.com
437,Invista Capital Management LLC,325199,,14-105-7807 - Archived Record,
438,Pleasant Holidays LLC,561520,,79-972-8923 - Archived Record,pleasantholidays.com
439,Schaeffler Holding LLC,332991,,04-853-3657,schaeffler.com
440,Kemp Industries Inc,444120,,07-488-4800,texaspaint.com
441,Wepfer Marine Inc,488310,336611,05-255-8806,wepfermarine.com
442,Sherwood Construction Co Inc,238910,237310,06-495-6204,sherwoodcompanies.com
443,Titan Tire Corporation,326211,,86-831-7066 - Archived Record,titan-intl.com
444,Affinity Group Holding LLC,713940,513120,19-692-6570,investor.campingworld.com
445,Amglo Kemlite Laboratories Inc,335110,,09-898-1921 - Archived Record,amglo.com
446,Bnbs Inc,459130,,78-518-4875,bnbsolutionsinc.com
447,Rainbo Record Mfg Corp,334614,423990,00-838-9827 - Archived Record,rainborecords.com
448,Potomac Edison Company,221121,,04-338-1565 - Archived Record,firstenergycorp.com
449,W B Mason Co Inc,442110,453210,05-180-7493 - Archived Record,wbmason.com
450,Industrial Hardfacing Inc,311613,,08-057-3711,industrialhardfacing.com
451,Filtran Holdings LLC,333414,,83-284-2350 - Archived Record,filtranllc.com
452,Cardworks Inc,561440,522320,14-508-3023,cardworks.com
453,Famsa Inc,443141,442110,87-738-7048 - Archived Record,
454,Dutch LLC,424330,,03-345-2959 - Archived Record,
455,Banc America Lsg & Capitl LLC,522220,,08-722-8615 - Archived Record,bofaml.com
456,DTE Energy Ventures Inc,221112,221210,00-898-0229 - Archived Record,
457,Carlyle Holdings Inc,335931,423690,94-323-8089,carlisle.com
458,AV Homes Inc,236117,,04-526-0007 - Archived Record,taylormorrison.com
459,Water-Land Manufacturing Inc,336214,,08-502-8223 - Archived Record,
460,Unitedlex Corporation,541199,,83-042-7329,unitedlex.com
461,Brewer Company,324122,561730,00-425-7440 - Archived Record,brewercote.com
462,Grinnell LLC,333998,332911,14-492-2077,tycosimplexgrinnell.com
463,Albertsons Companies LLC,445110,456191,08-009-0774,albertsons.com
464,Alex and Ani LLC,339910,,93-368-5174,alexandani.com
465,Pacific Coast Producers,311421,,05-744-2758,pacificcoastproducers.com
466,Elmac Industries,111310,111339,09-399-0877,
467,Cotton Parent Inc,445291,,08-035-9129 - Archived Record,krispykreme.com
468,Valvoline Inc,811111,811198,60-502-0486,valvoline.com
469,Court Square Capital Limited,541820,522292,86-745-8499,courtsquare.com
470,Ironton and Lawrence County,485111,621999,03-753-1829 - Archived Record,ilcao.org
471,Dynacast International LLC,331529,331523,96-953-5629,dynacast.com
472,Northrop Grmman Innvtion Syste,336415,334511,61-870-5925,northropgrumman.com
473,Wingmead Inc,111140,111160,17-433-2361,wingmead.com
474,Fornaca Inc,811121,441330,61-854-4928,frankmotors.com
475,Clyde Companies Inc,444140,423310,06-356-0986,clydeinc.com
476,HIG Middle Market LLC,621210,,07-858-8116 - Archived Record,higcapital.com
477,The Ware Group LLC,423730,,82-978-3385 - Archived Record,johnstonesupply.com
478,Houchens Industries Inc,551112,445110,78-620-4722 - Archived Record,
479,Outfront Media LLC,541850,,01-230-7773 - Archived Record,outfrontmedia.com
480,Japan Pulp & Paper USA Corp,424130,423930,07-520-7043,jppusa.com
481,Joy Global Surface Mining Inc,333131,,00-608-2275,phmining.com
482,PPG Industries Ohio Inc,325510,,05-422-2760 - Archived Record,ppg.com
483,Tmx Healthcare Tech LLC,541370,334519,17-755-2536,trimedx.com
484,Bayfront HMA Medical Ctr LLC,621112,,03-431-1830 - Archived Record,
485,Thyssenkrupp Indus Svcs NA Inc,493110,,00-742-4018 - Archived Record,
486,RCM Industries Inc,331523,,61-672-0314,rcmindustries.com
487,Shelly Materials Inc,212312,212321,02-518-8256,shellyco.com
488,Jarden LLC,326199,335210,80-187-5980 - Archived Record,newellbrands.com
489,Superior Silica Sands LLC,212319,,36-109-8192 - Archived Record,sssand.com
490,Vestas Blades America Inc,221115,,00-490-1651,vestas.com
491,Heartland Farms Inc,111211,111219,80-230-5334,heartland.farm
492,App Winddown LLC,315990,315250,12-710-4391,mygildan.com
493,Planned Systems Intl Inc,519130,,60-357-1613 - Archived Record,plan-sys.com
494,Gestamp Alabama LLC,336370,,17-121-9749 - Archived Record,
495,Und Aerospace Foundation,611512,541720,78-051-6027,undaerospace.com
496,Eyemart Express LLC,456130,,07-966-1634,eyemartexpress.com
497,Meltwater US Holdings Inc,519110,551112,79-908-5266 - Archived Record,meltwater.com
498,Bass Pro LLC,454110,451110,08-213-0378 - Archived Record,
499,Damon Corporation,336213,336214,11-529-7400 - Archived Record,thorindustries.com
500,Vf Jeanswear Ltd Partnership,315220,315280,87-271-8192 - Archived Record,
501,Ewing Irrigation Products Inc,423840,423850,05-878-4679 - Archived Record,ewingirrigation.com
502,Cherokee Nation Entrmt LLC,713210,721110,80-955-0601,cherokeecasino.com
503,Houghton Mifflin Harcourt Co,339999,511130,07-848-0960 - Archived Record,hmhco.com
504,Indiana State Lottery Inc,921130,,84-234-1948 - Archived Record,
505,Voxtur Appraisal Services LLC,531320,,01-187-8625,assurant.com
506,Beachbody LLC,541840,611620,05-373-9905,beachbodyondemand.com
507,Bertelsmann Inc,513130,513120,15-281-1600,bertelsmannethics.com
508,Ten Companies LLC,221330,,15-361-6628,
509,Western Tube & Conduit Corp,335932,332323,00-597-5123,westerntube.com
510,Preferred Display Inc,541420,,79-548-9561,
511,Empire Office Inc,423210,,00-254-0375,empireoffice.com
512,International Automation Inc,333995,,61-682-7796 - Archived Record,phdinc.com
513,Conservtion Rcration Mass Dept,924110,,87-813-8775 - Archived Record,
514,Coleman World Group LLC,484210,,96-996-5255,colemanallied.com
515,Rental Car Group Company LLC,532111,,08-052-0439 - Archived Record,hertz.com
516,Turbine Eng Cmpnents Tech Corp,332112,336412,15-737-3457,
517,Smiths Turkey Farms Inc,112330,,09-780-1641,
518,Pacific Trans Envmtl Svcs Inc,562112,,12-849-9915 - Archived Record,ptesinc.com
519,Robert W Baird & Co Inc,551112,,05-529-6347 - Archived Record,rwbaird.com
520,Armand Agra Inc,112990,424470,55-671-9326,sierrameat.com
521,Jay Ditz Assoc Nassau Cnty Ltd,561410,,79-704-6000 - Archived Record,deitzcourtreporting.com
522,Neighbors Health System Inc,621493,,07-933-9756 - Archived Record,
523,League of Women Voters of US,813940,,04-053-7573 - Archived Record,
524,Inter-Rail Systems Inc,562111,561210,12-179-1391 - Archived Record,interrailsystems.com
525,DNC Services Corporation,813940,,04-053-7581,democrats.org
526,Destination Cinema Inc,512120,,78-840-5421 - Archived Record,
527,Ashley F Ward Inc,332721,,00-425-7820 - Archived Record,ashleyward.com
528,Crh America Inc,327390,,14-717-6523,crhamericas.com
529,Aecom Technical Services Inc,541620,562219,00-318-4462,aecom.com
530,Goodwill Inds Grter NY Nthrn N,459510,,07-853-4765,goodwillnynj.org
531,J S B Industries Inc,311813,,01-193-2399 - Archived Record,
532,Keystone Granite Inc,212313,,36-464-0503 - Archived Record,
533,Henry Avocado Corporation,111339,484121,02-814-0234 - Archived Record,henryavocado.com
534,North American Risk Svcs Inc,524291,,82-516-8235,narisk.com
535,MRC Global Inc,423830,423510,82-871-0348,mrcglobal.com
536,Hansen-Mueller Co,523140,,09-839-2053 - Archived Record,hansenmueller.com
537,Pennsylvnia Cunseling Svcs Inc,621330,,14-427-8454 - Archived Record,
538,MCS Group Inc,541199,561210,09-683-5673,themcsgroup.com
539,Drummond Company Inc,212114,212115,06-710-3432,drummondco.com
540,Philips Medical Systems Hsg,334416,334416,79-060-5856 - Archived Record,philips.com
541,Tecnico Corporation,332323,332313,62-611-2502 - Archived Record,tecnicocorp.com
542,Donnelley Financial LLC,323111,,04-617-2797 - Archived Record,dfinsolutions.com
543,Lexington Trots Brders Assn LL,424520,711219,06-297-0983,
544,Hirsch/Bedner Intl Inc,541410,,02-792-5585,hba.com
545,Corr-Williams Company,453991,,79-769-0088 - Archived Record,corrwilliams.com
546,Barnes Farming Corporation,111211,111910,08-857-0775,farmpak.com
547,Ore-Cal Corp,424460,424420,02-856-9630,harvestsea.com
548,Marcolin USA Eyewear Corp,446130,,08-975-1499 - Archived Record,vivagroup.com
549,United States Distilled Pdts,312140,424820,15-758-8245,phillipsdistilling.com
550,Grand Pacific Resorts Inc,531390,721110,87-915-8608 - Archived Record,grandpacificresorts.com
551,Rolls-Ryce N Amer USA Holdings,423860,561110,18-839-3854 - Archived Record,
552,Etas Inc,423490,,00-661-9316 - Archived Record,
553,Marketing By Design LLC,541420,323111,83-187-6847,mbdesign.com
554,Winebow Group LLC,424820,,07-955-4546,winebow.com
555,Alliance Corporation,611692,,10-177-3232 - Archived Record,
556,Search For Common Ground,813940,,12-651-4330 - Archived Record,
557,Moore Dm Group LLC,541860,561440,08-084-2605,wearemoore.com
558,Citgo Petroleum Corporation,424710,484121,10-241-7268,citgo.com
559,Tru Vue Inc,327211,332618,00-511-6637,tru-vue.com
560,Tdy Holdings LLC,332111,,18-485-1793,atimetals.com
561,Foss Holdings LLC,313230,551112,96-164-6846,
562,Venetian Nail Spa Green Hlls I,812113,,62-761-5318,
563,Flight Options LLC,532411,,04-402-6172 - Archived Record,flightoptions.com
564,Trans Ocean Ltd,213111,,07-960-8259 - Archived Record,deepwater.com
565,United Way of The Grter Dyton,813219,624190,07-128-9672,dayton-unitedway.org
566,A C S Humn Resources Solutions,541612,523930,94-597-5712 - Archived Record,
567,Hubbell Power Systems Inc,335931,,04-826-5974,hubbell.com
568,CTI Foods Acquisition LLC,311612,,96-819-4394,ctifoods.com
569,Bartell Machinery Systems LLC,333519,,78-271-6732 - Archived Record,
570,Jacks Fruit Market Inc,445210,445310,06-560-0843 - Archived Record,jacksmarket.net
571,Mhc Operating Ltd Partnership,531190,531210,84-985-5788,mymhcommunity.com
572,EBY-Brown Company LLC,424940,424450,80-971-1898,eby-brown.com
573,Texas Book Company,451211,424920,08-685-3496 - Archived Record,
574,North Amercn Tie & Timber LLC,423990,,14-873-3053,tieandtimber.com
575,Mobile Community Action Inc,624230,,04-912-4688 - Archived Record,
576,Mastertaste Inc,311930,,14-229-2866 - Archived Record,kerrygroup.com
577,Midwest Oilseeds Inc,111110,,15-114-8137 - Archived Record,stineseed.com
578,Altaba Inc,525990,,88-436-4530 - Archived Record,
579,Stonemor Partners LP,812220,812210,05-948-2682 - Archived Record,stonemor.com
580,Firstenergy Solutions Corp,221122,,19-247-2751 - Archived Record,
581,City of Schofield,922110,,94-162-8625 - Archived Record,
582,Hnc Parent Inc,324122,325211,07-853-4945,
583,Essentra Packaging US Inc,326111,322120,62-112-1516,essentra.com
584,Trek Bicycle Corporation,451110,,02-046-5852 - Archived Record,ascendrms.com
585,Sterigenics US LLC,541380,,09-849-9569,soterahealth.com
586,Steel Dynamics Columbus LLC,331513,,60-743-6107 - Archived Record,
587,Brand Energy Solutions LLC,238130,238310,86-134-0859 - Archived Record,
588,Farmland Management Services,115116,,15-211-4211,premierewinegrapes.com
589,Aoc LLC,313320,,87-631-4329 - Archived Record,
590,Elbeco Incorporated,315210,315220,00-232-5983 - Archived Record,elbeco.com
591,Prime Wire & Cable Inc,335929,,19-037-9727 - Archived Record,primewirecable.com
592,Roller Bearing Co Amer Inc,332991,,00-232-5991 - Archived Record,rbcbearings.com
593,1199seiu Untd Hlth Care Wkrs E,813930,,07-526-1222 - Archived Record,1199seiu.org
594,Department of Tennessee,923120,,87-889-0425 - Archived Record,
595,Curtis Contracting Inc,115310,236210,15-458-2985 - Archived Record,curtiscontracting.net
596,Professional Plumbing Group,332913,,02-749-6441 - Archived Record,
597,Kellermyer Bergensons Svcs LLC,561720,,18-141-7143 - Archived Record,kbs-services.com
598,Alco Investment Company,332996,332313,96-728-2138,alcoinvestment.com
599,Ozark Electronics Repair Inc,811211,811412,12-876-8546 - Archived Record,
600,Cobalt Group LLC,713950,722410,01-193-2647 - Archived Record,
601,Henkels & McCoy Group Inc,237120,,08-019-8735,henkels.com
602,Pneumatic Scale Corporation,333993,333999,00-103-7985 - Archived Record,
603,New Jrsey Fdrtion Yung MNS Hbr,721214,,07-118-2463,njycamps.org
604,Fortive Corporation,334513,444140,08-019-8742,fortive.com
605,Oklahoma Turnpike Authority,488490,,02-073-4265,pikepass.com
606,Western Hatcheries of Temple,112340,,02-631-5770,
607,NGL Crude Logistics LLC,523160,424510,82-747-6230,nglenergypartners.com
608,Spartan Light Metal Pdts Inc,331523,331523,00-629-7493,spartanlmp.com
609,Legacy Lifepoint Health LLC,541614,622110,19-805-4350,lifepointhealth.net
610,J B French Dry Cleaners LLC,811430,812320,07-622-7305 - Archived Record,jbfrench.com
611,Circuitronix LLC,334412,,12-978-8274,circuitronix.com
612,Cambridge Intl Holdings Corp,327910,,08-030-6097 - Archived Record,cambridge-intl.com
613,Mauser Usa LLC,322219,332439,61-317-8701,mauserpackaging.com
614,S&W Seed Company,111998,115114,03-812-2818 - Archived Record,
615,Alliance Inspection MGT LLC,811198,,61-849-1877 - Archived Record,aimcertify.com
616,Praxair Distribution Inc,325120,423830,04-284-5636 - Archived Record,praxair.com
617,Computer Gnrated Solutions Inc,561421,541512,13-134-4673,cgsinc.com
618,Team Industries Inc,332996,332313,17-787-5101 - Archived Record,teamind.com
619,James D Goldinger LLC,111940,111219,04-220-1637 - Archived Record,
620,Vibracoustic Usa Inc,326291,335314,60-341-1117 - Archived Record,vibracoustic.com
621,Nabors Drilling Tech USA Inc,213111,,00-790-7603 - Archived Record,nabors.com
622,Freeman Spogli & Co LLC,523910,,10-816-0003 - Archived Record,freemanspogli.com
623,Afx Inc,335131,335132,00-506-3193,afxinc.com
624,Digi-Star Holdings Inc,333997,,83-300-4141 - Archived Record,digi-star.com
625,Enovis Corporation,332312,333132,15-978-8926,enovis.com
626,Flowers Bakeries LLC,311812,311813,79-608-0356 - Archived Record,flowersfoods.com
627,ADS Tactical Inc,336992,561499,07-885-7127 - Archived Record,adsinc.com
628,Harvey Industries LLC,423310,423330,00-141-3764,harveybp.com
629,Sportsohio Inc,561591,812990,92-788-9717 - Archived Record,sportsohio.org
630,Kone Elevator,811490,333921,11-320-4846 - Archived Record,kone.us
631,Lawson Products Inc,423710,423840,00-543-8890 - Archived Record,
632,Hunter Industries Incorporated,221310,,86-874-7247,hunterindustries.com
633,Dn Tanks Inc,336992,541330,96-792-6275,dntanks.com
634,KAO Collins Inc,423410,449210,84-931-9322,kaocollins.com
635,Stella-Jones Corporation,321114,,96-814-0959,stella-jones.com
636,Annett Holdings Inc,484230,,15-511-9811,tmctrans.com
637,Life Storage Centers LLC,531130,,00-785-3983 - Archived Record,
638,Agricultural Industrial Svc,111334,111219,87-830-0227,
639,Fox Hill Holdings Inc,524291,,02-261-2775,
640,Peraton Solutions Inc,518210,,08-121-8565,peraton.com
641,Outerstuff LLC,424330,315240,13-134-4764 - Archived Record,outerstuff.com
642,Wilton Holdings Inc,423220,511130,83-134-0471 - Archived Record,
643,Sdi USA LLC,423910,,08-073-5557 - Archived Record,bobstores.com
644,Republic Nat Inds Texas LP,444190,337110,19-682-0104 - Archived Record,republicind.com
645,Six Flags Entertainment Corp,713110,,06-227-3669,sixflags.com
